Part No;Job No;Report Date;Quantity;Piece Weight;Quantity OK;Quantity Rejected;Workcenter Code;Building Code;Part No Revision
005002MY39;127539;4/29/2023;45701;0.00628;45701;0;PF-PW2;PF;005002MY39 Rev F
005002MY39;127539;4/26/2023;45701;0.00628;45701;0;F08U3;PF;005002MY39 Rev F
002143AW84;123577;1/18/2023;18500;0;18500;0;S2BU3;PF;002143AW84 Rev H
002143AW84;123577;1/18/2023;71167;0;71167;0;S2BU3;PF;002143AW84 Rev H
002143AW84;123577;1/19/2023;88611;0;88611;0;S2BU3;PF;002143AW84 Rev H
002143AW84;123577;1/19/2023;79389;0;79389;0;S2BU3;PF;002143AW84 Rev H
002143AW84;125675;1/24/2023;55000;0.01415;55000;0;VP-214H;VP;002143AW84 Rev H
002143AW84;125675;1/25/2023;68675;0.01415;68675;0;VP-214H;VP;002143AW84 Rev H
002143AW84;125675;1/25/2023;110000;0.01415;110000;0;VP-214H;VP;002143AW84 Rev H
002143AW84;125675;1/26/2023;8869;0.01415;8869;0;VP-214H;VP;002143AW84 Rev H
002143AW84;126592;2/21/2023;0;0.01415;0;0;VP-214H;VP;002143AW84 Rev H
002143AW84;126592;2/21/2023;0;0.01415;0;0;VP-214H;VP;002143AW84 Rev H
002143AW84;126592;2/21/2023;57000;0.01415;57000;0;VP-214H;VP;002143AW84 Rev H
002143AW84;126592;2/21/2023;39000;0.01415;39000;0;VP-214H;VP;002143AW84 Rev H
002143AW84;126592;2/21/2023;0;0.01415;0;0;VP-214H;VP;002143AW84 Rev H
002143AW84;126592;2/21/2023;20000;0.01415;20000;0;VP-214H;VP;002143AW84 Rev H
002143AW84;126592;2/22/2023;70742;0.01415;70742;0;VP-214H;VP;002143AW84 Rev H
002143AW84;127535;4/24/2023;50000;0.01415;50000;0;VP-214H;VP;002143AW84 Rev H
002143AW84;125675;1/27/2023;1027;0.01835;1027;0;VP-519R;VP;002143AW84 Rev H
002143AW84;125675;1/28/2023;65240;0.01835;65240;0;VP-519R;VP;002143AW84 Rev H
002143AW84;125675;1/28/2023;21689;0.01835;21689;0;VP-519R;VP;002143AW84 Rev H
002143AW84;125675;1/28/2023;49264;0.01835;49264;0;VP-519R;VP;002143AW84 Rev H
002143AW84;125675;1/28/2023;29973;0.01835;29973;0;VP-519R;VP;002143AW84 Rev H
002143AW84;125675;1/28/2023;31499;0.01835;31499;0;VP-519R;VP;002143AW84 Rev H
002143AW84;125675;1/30/2023;49591;0.01835;49591;0;VP-519R;VP;002143AW84 Rev H
002143AW84;125675;1/30/2023;8065;0.01835;8065;0;VP-519R;VP;002143AW84 Rev H
002143AW84;126592;3/16/2023;35858;0.01835;35858;0;VP-521R;VP;002143AW84 Rev H
002143AW84;126592;3/17/2023;33352;0.01835;33352;0;VP-521R;VP;002143AW84 Rev H
002143AW84;126592;3/17/2023;14877;0.01835;14877;0;VP-521R;VP;002143AW84 Rev H
002143AW84;126592;3/17/2023;27684;0.01835;27684;0;VP-521R;VP;002143AW84 Rev H
002143AW84;126592;3/18/2023;31390;0.01835;31390;0;VP-521R;VP;002143AW84 Rev H
002143AW84;126592;3/18/2023;25449;0.01835;25449;0;VP-521R;VP;002143AW84 Rev H
002143AW84;126592;3/20/2023;19183;0.01835;19183;0;VP-521R;VP;002143AW84 Rev H
002143AW84;127535;05/01/2023;35967;0.01835;35967;0;VP-521R;VP;002143AW84 Rev H
002143AW84;127535;05/01/2023;42943;0.01835;42943;0;VP-521R;VP;002143AW84 Rev H
002143AW84;127535;05/02/2023;37602;0.01835;37602;0;VP-521R;VP;002143AW84 Rev H
002143AW84;127535;05/02/2023;47902;0.01835;47902;0;VP-521R;VP;002143AW84 Rev H
002143AW84;127535;05/02/2023;19564;0.01835;19564;0;VP-521R;VP;002143AW84 Rev H
002143AW84;127535;05/03/2023;41253;0.01835;41253;0;VP-521R;VP;002143AW84 Rev H
002143AW84;127535;05/03/2023;3161;0.01835;3161;0;VP-521R;VP;002143AW84 Rev H
002143AW84;127535;05/03/2023;21908;0.01835;21908;0;VP-521R;VP;002143AW84 Rev H
002143AW84;127535;05/03/2023;28883;0.01835;28883;0;VP-521R;VP;002143AW84 Rev H
002143AW84;125675;1/27/2023;123675;0.01415;123675;0;VP-PW2;VP;002143AW84 Rev H
002143AW84;125675;1/27/2023;118869;0.01415;118869;0;VP-PW2;VP;002143AW84 Rev H
002143AW84;126592;03/10/2023;116000;0.01415;116000;0;VP-PW2;VP;002143AW84 Rev H
002143AW84;126592;03/10/2023;70742;0.01415;70742;0;VP-PW2;VP;002143AW84 Rev H
002143AW84;127535;4/29/2023;139647;0.01415;139647;0;VP-PW2;VP;002143AW84 Rev H
002143AW84;127535;4/29/2023;138799;0.01415;138799;0;VP-PW2;VP;002143AW84 Rev H
002143AW84;127535;4/25/2023;89647;0.01415;89647;0;VP-214H;VP;002143AW84 Rev H
002143AW84;127535;4/26/2023;85000;0.01415;85000;0;VP-214H;VP;002143AW84 Rev H
002143AW84;127535;4/27/2023;53799;0.01415;53799;0;VP-214H;VP;002143AW84 Rev H
002175CPL2;125646;01/05/2023;2652;0.25074;2652;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125646;01/04/2023;4300;0.25336;4300;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125646;01/05/2023;460;0.25336;460;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125646;01/05/2023;4799;0.25336;4799;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125646;01/05/2023;5165;0.25074;5165;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125646;01/05/2023;4867;0.25336;4867;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125646;01/05/2023;5041;0.25074;5041;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125646;01/05/2023;3237;0.25336;3237;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125646;01/05/2023;4702;0.25074;4702;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125791;01/05/2023;5135;0.25336;5135;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125791;01/05/2023;4713;0.25336;4713;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125791;01/05/2023;4738;0.25074;4738;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;5041;0.25074;5041;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125791;01/05/2023;3200;0.25336;3200;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;2938;0.25336;2938;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;5233;0.25074;5233;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;4606;0.25336;4606;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;5416;0.25074;5416;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;4839;0.25336;4839;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;4902;0.25336;4902;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;4854;0.25074;4854;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;4081;0.25336;4081;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;4200;0.25074;4200;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;4662;0.25074;4662;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;2739;0.25336;2739;0;VP-309H;VP;002175CPL2 Rev D
002175CPL2;125791;01/06/2023;2337;0.25074;2337;0;VP-600P;VP;002175CPL2 Rev D
002175CPL2;125646;03/09/2023;3979;0.32824;3979;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125646;03/09/2023;1426;0.32824;1426;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125646;03/10/2023;2041;0.32824;2041;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125646;03/10/2023;2200;0.32824;2200;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125646;05/02/2023;3260;0.32824;3260;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125646;05/02/2023;2663;0.32824;2663;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125646;05/02/2023;1651;0.32824;1651;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/02/2023;4466;0.32824;4466;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/02/2023;3510;0.32824;3510;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/02/2023;1072;0.32824;1072;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/02/2023;2297;0.32824;2297;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/02/2023;3491;0.32824;3491;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/02/2023;3485;0.32824;3485;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/02/2023;3491;0.32824;3491;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/02/2023;3400;0.32824;3400;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/02/2023;3638;0.32824;3638;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/02/2023;1313;0.32824;1313;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/03/2023;1411;0.32824;1411;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/03/2023;3260;0.32824;3260;0;VP-510R;VP;002175CPL2 Rev D
002175CPL2;125791;05/03/2023;1066;0.32824;1066;0;VP-510R;VP;002175CPL2 Rev D
002204APL1;124828;05/06/2023;4341;0.1304;4341;0;VP-510R;VP;002204APL1 Rev A
002204APL1;124828;05/08/2023;12592;0.1304;12592;0;VP-510R;VP;002204APL1 Rev A
002204APL1;124828;05/08/2023;2009;0.1304;2009;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/08/2023;13267;0.1304;13267;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/08/2023;12224;0.1304;12224;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/08/2023;13604;0.1304;13604;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/08/2023;2262;0.1304;2262;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/09/2023;5529;0.1304;5529;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/10/2023;3375;0.1304;3375;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/10/2023;11258;0.1304;11258;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/10/2023;9801;0.1304;9801;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/10/2023;2438;0.1304;2438;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/10/2023;13466;0.1304;13466;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;05/10/2023;2485;0.1304;2485;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;5/16/2023;8888;0.1304;8888;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;5/16/2023;6825;0.1304;6825;0;VP-510R;VP;002204APL1 Rev A
002204APL1;125627-P;3/30/2023;5414;0.1304;5414;0;VP-510R;VP;002204APL1 Rev A
002204APL1;125627-P;04/03/2023;7607;0.1304;7607;0;VP-510R;VP;002204APL1 Rev A
002204APL1;125627-P;04/03/2023;13021;0.1304;13021;0;VP-510R;VP;002204APL1 Rev A
002204APL1;125627-P;04/03/2023;11963;0.1304;11963;0;VP-510R;VP;002204APL1 Rev A
002204APL1;125627-P;04/03/2023;6074;0.1304;6074;0;VP-510R;VP;002204APL1 Rev A
002204APL1;125627-P;04/04/2023;4739;0.1304;4739;0;VP-510R;VP;002204APL1 Rev A
002204APL1;125627-P;04/04/2023;12285;0.1304;12285;0;VP-510R;VP;002204APL1 Rev A
002204APL1;125627-P;05/04/2023;7163;0.1304;7163;0;VP-510R;VP;002204APL1 Rev A
002204APL1;125627-P;05/04/2023;1671;0.1304;1671;0;VP-510R;VP;002204APL1 Rev A
002204APL1;124828;05/04/2023;15583;0.1304;15583;0;VP-510R;VP;002204APL1 Rev A
002204APL1;124828;05/04/2023;12255;0.1304;12255;0;VP-510R;VP;002204APL1 Rev A
002204APL1;124828;05/05/2023;2438;0.1304;2438;0;VP-510R;VP;002204APL1 Rev A
002204APL1;124828;05/05/2023;15023;0.1304;15023;0;VP-510R;VP;002204APL1 Rev A
002204APL1;124828;05/05/2023;11365;0.1304;11365;0;VP-510R;VP;002204APL1 Rev A
002204APL1;124828;05/05/2023;10460;0.1304;10460;0;VP-510R;VP;002204APL1 Rev A
002204APL1;124828;05/06/2023;10245;0.1304;10245;0;VP-510R;VP;002204APL1 Rev A
002204APL1;118949;03/08/2023;14532;0.1304;14532;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;125627-P;4/25/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;125627-P;4/25/2023;6600;0.1304;6600;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;125627-P;5/30/2023;8742;0.1304;8742;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;128492;5/16/2023;7354;0.1304;7354;0;VP-510R;VP;002204APL1 Rev A
002204APL1;128492;5/16/2023;17653;0.1304;17653;0;VP-510R;VP;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;5400;0.1304;5400;0;Pack-P1;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;600;0.1304;600;0;Pack-P1;PF;002204APL1 Rev A
005002MY37;126190;1/18/2023;0;0.00628;0;0;F08U3;PF;005002MY37 Rev F
005002MY37;126190;1/18/2023;16083;0.00628;16083;0;F08U3;PF;005002MY37 Rev F
005002MY37;126190;1/19/2023;19427;0.00628;19427;0;F08U3;PF;005002MY37 Rev F
005002MY37;126190;1/19/2023;24681;0.00628;24681;0;F08U3;PF;005002MY37 Rev F
005002MY37;126190;1/20/2023;62580;0.00628;62580;0;F08U3;PF;005002MY37 Rev F
005002MY37;126190;1/20/2023;38375;0.00628;38375;0;F08U3;PF;005002MY37 Rev F
005002MY37;126190;1/23/2023;41083;0.00628;41083;0;F08U3;PF;005002MY37 Rev F
005002MY37;126190;1/23/2023;7803;0.00628;7803;0;F08U3;PF;005002MY37 Rev F
005002MY37;126190;1/24/2023;106210;0.00628;106210;0;F08U3;PF;005002MY37 Rev F
005002MY37;126190;1/25/2023;5095;0.00628;5095;0;F08U3;PF;005002MY37 Rev F
005002MY37;124094;1/30/2023;82643;0.00628;82643;0;F08U3;PF;005002MY37 Rev F
005002MY37;124094;1/30/2023;78503;0.00628;78503;0;F08U3;PF;005002MY37 Rev F
005002MY37;126955;1/31/2023;0;0.00628;0;0;F08U3;PF;005002MY37 Rev F
005002MY37;126955;1/31/2023;85828;0.00628;85828;0;F08U3;PF;005002MY37 Rev F
005002MY37;126955;02/01/2023;23726;0.00628;23726;0;F08U3;PF;005002MY37 Rev F
005002MY37;124094;1/31/2023;161146;0.00628;161146;0;PF-PW2;PF;005002MY37 Rev F
005002MY37;124094;03/03/2023;57479;0.00595;57479;0;R0NU3;PF;005002MY37 Rev F
005002MY38;125940;02/02/2023;122452;0.00628;122452;0;PF-PW2;PF;005002MY38 Rev F
005002MY38;125940;02/04/2023;65605;0.00628;65605;0;PF-PW2;PF;005002MY38 Rev F
005002MY38;128040;05/06/2023;38854;0.00628;38854;0;PF-PW2;PF;005002MY38 Rev F
005002MY38;124093;01/11/2023;0;0.00628;0;0;F08U3;PF;005002MY38 Rev F
005002MY38;124093;01/11/2023;19108;0.00628;19108;0;F08U3;PF;005002MY38 Rev F
005002MY38;124093;01/11/2023;85828;0.00628;85828;0;F08U3;PF;005002MY38 Rev F
005002MY38;124093;01/12/2023;14172;0.00628;14172;0;F08U3;PF;005002MY38 Rev F
005002MY38;124093;1/14/2023;50956;0.00628;50956;0;F08U3;PF;005002MY38 Rev F
005002MY38;124093;1/16/2023;82325;0.00628;82325;0;F08U3;PF;005002MY38 Rev F
005002MY38;124093;1/16/2023;28185;0.00628;28185;0;F08U3;PF;005002MY38 Rev F
005002MY38;124093;1/25/2023;44706;0.00595;44706;0;R0NU3;PF;005002MY38 Rev F
005002MY38;124093;1/26/2023;12437;0.00595;12437;0;R0NU3;PF;005002MY38 Rev F
005002MY38;124093;1/26/2023;71429;0.00595;71429;0;R0NU3;PF;005002MY38 Rev F
005002MY38;124093;1/27/2023;54789;0.00595;54789;0;R0NU3;PF;005002MY38 Rev F
005002MY38;124093;1/28/2023;61008;0.00595;61008;0;R0NU3;PF;005002MY38 Rev F
005002MY38;124093;1/28/2023;33446;0.00595;33446;0;R0NU3;PF;005002MY38 Rev F
005002MY38;125940;03/07/2023;42521;0.00595;42521;0;R0NU3;PF;005002MY38 Rev F
002204APL1;128492;04/04/2023;25816;0.103;25816;0;VP-312H;VP;002204APL1 Rev A
002204APL1;128492;04/04/2023;19738;0.103;19738;0;VP-312H;VP;002204APL1 Rev A
002204APL1;128492;04/05/2023;20631;0.103;20631;0;VP-312H;VP;002204APL1 Rev A
002204APL1;128492;04/06/2023;20223;0.103;20223;0;VP-312H;VP;002204APL1 Rev A
002204APL1;128492;04/06/2023;20388;0.103;20388;0;VP-312H;VP;002204APL1 Rev A
002204APL1;128492;04/10/2023;19456;0.103;19456;0;VP-312H;VP;002204APL1 Rev A
002204APL1;128492;04/10/2023;6000;0.103;6000;0;VP-312H;VP;002204APL1 Rev A
002204APL1;128492;04/11/2023;1806;0.103;1806;0;VP-312H;VP;002204APL1 Rev A
002204APL1;124828;3/28/2023;12000;0.103;12000;0;VP-312H;VP;002204APL1 Rev A
002204APL1;124828;3/29/2023;9748;0.103;9748;0;VP-312H;VP;002204APL1 Rev A
002204APL1;124828;3/29/2023;20155;0.103;20155;0;VP-312H;VP;002204APL1 Rev A
002204APL1;124828;3/30/2023;21301;0.103;21301;0;VP-312H;VP;002204APL1 Rev A
002204APL1;124828;3/31/2023;20000;0.103;20000;0;VP-312H;VP;002204APL1 Rev A
002204APL1;124828;3/31/2023;15262;0.103;15262;0;VP-312H;VP;002204APL1 Rev A
002204APL1;125627-P;2/28/2023;19845;0.103;19845;0;VP-312H;VP;002204APL1 Rev A
002204APL1;125627-P;2/28/2023;11000;0.103;11000;0;VP-312H;VP;002204APL1 Rev A
002204APL1;125627-P;2/28/2023;9039;0.103;9039;0;VP-312H;VP;002204APL1 Rev A
002204APL1;125627-P;2/28/2023;20311;0.103;20311;0;VP-312H;VP;002204APL1 Rev A
002204APL1;125627-P;2/28/2023;14233;0.103;14233;0;VP-312H;VP;002204APL1 Rev A
002204APL1;125627-P;4/18/2023;10276;0.1304;10276;0;PF-690S;PF;002204APL1 Rev A
002204APL1;125627-P;4/18/2023;12270;0.1304;12270;0;PF-690S;PF;002204APL1 Rev A
002204APL1;125627-P;4/18/2023;12331;0.1304;12331;0;PF-690S;PF;002204APL1 Rev A
002204APL1;125627-P;4/18/2023;12201;0.1304;12201;0;PF-690S;PF;002204APL1 Rev A
002204APL1;125627-P;4/18/2023;12454;0.1304;12454;0;PF-690S;PF;002204APL1 Rev A
002204APL1;125627-P;5/30/2023;8742;0.1304;8742;0;PF-690S;PF;002204APL1 Rev A
002204APL1;124828;06/01/2023;12063;0.1304;12063;0;PF-690S;PF;002204APL1 Rev A
002204APL1;124828;06/01/2023;10859;0.1304;10859;0;PF-690S;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;13290;0.1304;13290;0;PF-690S;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;12945;0.1304;12945;0;PF-690S;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;11028;0.1304;11028;0;PF-690S;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;13183;0.1304;13183;0;PF-690S;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;9916;0.1304;9916;0;PF-690S;PF;002204APL1 Rev A
002204APL1;124828;06/02/2023;12600;0.1304;12600;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;01/12/2023;13290;0.1304;13290;0;PF-690S;PF;002204APL1 Rev A
005002MY37;124094;03/04/2023;63697;0.00595;63697;0;R0NU3;PF;005002MY37 Rev F
005002MY37;124094;03/04/2023;14790;0.00595;14790;0;R0NU3;PF;005002MY37 Rev F
005002MY37;124094;03/04/2023;17983;0.00595;17983;0;R0NU3;PF;005002MY37 Rev F
005002MY37;124094;03/06/2023;8404;0.00595;8404;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126190;1/28/2023;15462;0.00595;15462;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126190;1/30/2023;32941;0.00595;32941;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126190;1/30/2023;61513;0.00595;61513;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126190;1/31/2023;12605;0.00595;12605;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126190;1/28/2023;119108;0.00628;119108;0;PF-PW2;PF;005002MY37 Rev F
005002MY37;126190;1/30/2023;202229;0.00628;202229;0;PF-PW2;PF;005002MY37 Rev F
005002MY37;126190;2/27/2023;4874;0.00595;4874;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126190;03/01/2023;37815;0.00595;37815;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126190;03/01/2023;43193;0.00595;43193;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126190;03/02/2023;54622;0.00595;54622;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126190;03/02/2023;37143;0.00595;37143;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126190;03/03/2023;840;0.00595;840;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126955;03/06/2023;32773;0.00595;32773;0;R0NU3;PF;005002MY37 Rev F
005002MY37;126955;03/06/2023;42689;0.00595;42689;0;R0NU3;PF;005002MY37 Rev F
005002MY38;125940;03/07/2023;43361;0.00595;43361;0;R0NU3;PF;005002MY38 Rev F
005002MY38;125940;03/08/2023;5379;0.00595;5379;0;R0NU3;PF;005002MY38 Rev F
005002MY38;125940;03/10/2023;12773;0.00595;12773;0;R0NU3;PF;005002MY38 Rev F
005002MY38;125940;03/11/2023;14285;0.00595;14285;0;R0NU3;PF;005002MY38 Rev F
005002MY38;125940;03/11/2023;32437;0.00595;32437;0;R0NU3;PF;005002MY38 Rev F
005002MY38;125940;3/13/2023;25883;0.00595;25883;0;R0NU3;PF;005002MY38 Rev F
005002MY38;125940;3/13/2023;2353;0.00595;2353;0;R0NU3;PF;005002MY38 Rev F
005002MY38;125940;02/01/2023;78185;0.00628;78185;0;F08U3;PF;005002MY38 Rev F
005002MY38;125940;02/01/2023;44267;0.00628;44267;0;F08U3;PF;005002MY38 Rev F
005002MY38;125940;02/01/2023;55573;0.00628;55573;0;F08U3;PF;005002MY38 Rev F
005002MY38;125940;02/02/2023;10032;0.00628;10032;0;F08U3;PF;005002MY38 Rev F
005002MY38;128040;4/27/2023;38854;0.00628;38854;0;F08U3;PF;005002MY38 Rev F
005002MY38;128790;4/27/2023;44427;0.00628;44427;0;F08U3;PF;005002MY38 Rev F
005002MY38;128790;05/11/2023;46497;0.00628;46497;0;F08U3;PF;005002MY38 Rev F
005002MY38;128790;05/12/2023;18789;0.00628;18789;0;F08U3;PF;005002MY38 Rev F
005002MY38;128790;5/15/2023;71179;0.00628;71179;0;F08U3;PF;005002MY38 Rev F
005002MY38;128790;5/16/2023;109076;0.00628;109076;0;F08U3;PF;005002MY38 Rev F
002204APL1;118949;01/12/2023;15775;0.1304;15775;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;01/12/2023;7339;0.1304;7339;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;01/12/2023;12669;0.1304;12669;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;01/12/2023;12784;0.1304;12784;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;01/12/2023;12975;0.1304;12975;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;01/12/2023;12577;0.1304;12577;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;2/16/2023;10437;0.1304;10437;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;2/16/2023;11817;0.1304;11817;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;2/17/2023;11825;0.1304;11825;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;2/17/2023;12868;0.1304;12868;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;2/17/2023;1664;0.1304;1664;0;PF-690S;PF;002204APL1 Rev A
002204APL1;118949;3/15/2023;5400;0.1304;5400;0;Pack-P2;PF;002204APL1 Rev A
002204APL1;118949;3/15/2023;5000;0.1304;5000;0;Pack-P2;PF;002204APL1 Rev A
002204APL1;125627-P;4/19/2023;5400;0.1304;5400;0;ImanPack-A;PF;002204APL1 Rev A
002204APL1;125627-P;4/19/2023;5400;0.1304;5400;0;ImanPack-A;PF;002204APL1 Rev A
002204APL1;125627-P;4/19/2023;5400;0.1304;5400;0;ImanPack-A;PF;002204APL1 Rev A
002204APL1;125627-P;4/19/2023;5400;0.1304;5400;0;ImanPack-A;PF;002204APL1 Rev A
018042AW17;124425;03/11/2023;117628;0.01526;117628;0;Pack-P1;PF;018042AW17 Rev A
018042AW17;124425;1/23/2023;15000;0.01526;15000;0;VP-211H;VP;018042AW17 Rev A
018042AW17;124425;1/24/2023;70000;0.01526;70000;0;VP-211H;VP;018042AW17 Rev A
018042AW17;124425;1/24/2023;22077;0.01526;22077;0;VP-211H;VP;018042AW17 Rev A
018042AW17;124425;1/24/2023;55000;0.01526;55000;0;VP-211H;VP;018042AW17 Rev A
018042AW17;124425;1/24/2023;70000;0.01526;70000;0;VP-211H;VP;018042AW17 Rev A
018042AW17;124425;02/07/2023;163368;0.01526;163368;0;PF-700S;PF;018042AW17 Rev A
018042AW17;124425;02/07/2023;117628;0.01526;117628;0;PF-700S;PF;018042AW17 Rev A
018042AW17;124740;3/29/2023;141350;0.01526;141350;0;PF-700S;PF;018042AW17 Rev A
018042AW17;124740;3/29/2023;135256;0.01526;135256;0;PF-700S;PF;018042AW17 Rev A
018042AW17;124740-1;5/19/2023;111100;0.01526;0;111100;S2AU3;PF;018042AW17 Rev A
